contact_id,name,email,company,industry,source,created_at,engagement_score,converted,conversion_date,channel_cost_total,funnel_stage
2239,Lead_2239,lead2239@example.com,Company_47,EdTech,Email Campaign,2025-06-28,43,False,,10000,MQL
2240,Lead_2240,lead2240@example.com,Company_85,Healthcare,Webinar,2025-07-25,27,False,,5000,Lead
2241,Lead_2241,lead2241@example.com,Company_139,E-Commerce,Facebook Ads,2025-05-31,37,False,,30000,Lead
2242,Lead_2242,lead2242@example.com,Company_190,FinTech,Facebook Ads,2025-06-27,47,False,,30000,MQL
2243,Lead_2243,lead2243@example.com,Company_70,Healthcare,LinkedIn DMs,2025-06-07,27,False,,25000,Lead
2244,Lead_2244,lead2244@example.com,Company_282,FinTech,LinkedIn DMs,2025-06-03,23,False,,25000,Lead
2245,Lead_2245,lead2245@example.com,Company_250,EdTech,Facebook Ads,2025-05-31,33,False,,30000,Lead
2246,Lead_2246,lead2246@example.com,Company_246,SaaS,LinkedIn DMs,2025-06-04,22,False,,25000,Lead
2247,Lead_2247,lead2247@example.com,Company_59,FinTech,Facebook Ads,2025-06-30,35,False,,30000,Lead
2248,Lead_2248,lead2248@example.com,Company_116,FinTech,Facebook Ads,2025-06-19,25,False,,30000,Lead
2249,Lead_2249,lead2249@example.com,Company_89,Manufacturing,LinkedIn DMs,2025-06-13,11,False,,25000,Lead
2250,Lead_2250,lead2250@example.com,Company_230,EdTech,Referral,2025-06-19,27,False,,2500,Lead
2251,Lead_2251,lead2251@example.com,Company_139,Manufacturing,Referral,2025-07-16,33,False,,2500,Lead
2252,Lead_2252,lead2252@example.com,Company_129,SaaS,LinkedIn DMs,2025-07-05,32,False,,25000,Lead
2253,Lead_2253,lead2253@example.com,Company_7,SaaS,Email Campaign,2025-06-17,39,False,,10000,Lead
2254,Lead_2254,lead2254@example.com,Company_152,EdTech,Facebook Ads,2025-05-31,29,False,,30000,Lead
2255,Lead_2255,lead2255@example.com,Company_115,FinTech,Facebook Ads,2025-06-21,22,False,,30000,Lead
2256,Lead_2256,lead2256@example.com,Company_21,Healthcare,Facebook Ads,2025-06-05,3,False,,30000,Lead
2257,Lead_2257,lead2257@example.com,Company_293,SaaS,Facebook Ads,2025-06-07,38,False,,30000,Lead
2258,Lead_2258,lead2258@example.com,Company_213,Healthcare,Organic,2025-06-16,56,False,,0,MQL
2259,Lead_2259,lead2259@example.com,Company_143,Manufacturing,Email Campaign,2025-06-11,45,False,,10000,MQL
2260,Lead_2260,lead2260@example.com,Company_89,Healthcare,Facebook Ads,2025-06-12,6,False,,30000,Lead
2261,Lead_2261,lead2261@example.com,Company_267,EdTech,Email Campaign,2025-06-09,30,False,,10000,Lead
2262,Lead_2262,lead2262@example.com,Company_82,EdTech,LinkedIn DMs,2025-09-23,47,False,,25000,MQL
2263,Lead_2263,lead2263@example.com,Company_159,E-Commerce,LinkedIn DMs,2025-06-23,63,False,,25000,MQL
2264,Lead_2264,lead2264@example.com,Company_106,Manufacturing,LinkedIn DMs,2025-07-05,59,False,,25000,MQL
2265,Lead_2265,lead2265@example.com,Company_63,EdTech,Email Campaign,2025-08-06,56,True,2025-09-01,10000,Customer
2266,Lead_2266,lead2266@example.com,Company_109,SaaS,LinkedIn DMs,2025-06-02,61,False,,25000,MQL
2267,Lead_2267,lead2267@example.com,Company_101,Healthcare,Referral,2025-07-29,8,False,,2500,Lead
2268,Lead_2268,lead2268@example.com,Company_173,Manufacturing,Referral,2025-06-03,13,False,,2500,Lead
2269,Lead_2269,lead2269@example.com,Company_296,Manufacturing,Email Campaign,2025-06-03,17,False,,10000,Lead
2270,Lead_2270,lead2270@example.com,Company_48,EdTech,Referral,2025-07-17,26,False,,2500,Lead
2271,Lead_2271,lead2271@example.com,Company_263,Healthcare,Email Campaign,2025-07-03,16,False,,10000,Lead
2272,Lead_2272,lead2272@example.com,Company_106,Manufacturing,Email Campaign,2025-06-09,37,True,2025-07-18,10000,Customer
2273,Lead_2273,lead2273@example.com,Company_52,EdTech,Facebook Ads,2025-07-19,20,False,,30000,Lead
2274,Lead_2274,lead2274@example.com,Company_149,FinTech,Email Campaign,2025-06-29,42,True,2025-07-27,10000,Customer
2275,Lead_2275,lead2275@example.com,Company_243,Healthcare,Facebook Ads,2025-06-09,65,False,,30000,SQL
2276,Lead_2276,lead2276@example.com,Company_145,FinTech,Email Campaign,2025-08-15,27,False,,10000,Lead
2277,Lead_2277,lead2277@example.com,Company_150,Manufacturing,Email Campaign,2025-06-07,62,False,,10000,MQL
2278,Lead_2278,lead2278@example.com,Company_38,E-Commerce,Email Campaign,2025-05-31,71,False,,10000,POC
2279,Lead_2279,lead2279@example.com,Company_168,FinTech,Referral,2025-06-17,0,False,,2500,Lead
2280,Lead_2280,lead2280@example.com,Company_275,E-Commerce,Facebook Ads,2025-06-04,18,False,,30000,Lead
2281,Lead_2281,lead2281@example.com,Company_196,Healthcare,Organic,2025-07-11,32,False,,0,Lead
2282,Lead_2282,lead2282@example.com,Company_203,Manufacturing,Webinar,2025-06-05,64,True,2025-06-22,5000,Customer
2283,Lead_2283,lead2283@example.com,Company_242,SaaS,LinkedIn DMs,2025-05-31,30,False,,25000,Lead
2284,Lead_2284,lead2284@example.com,Company_39,Manufacturing,Email Campaign,2025-07-11,35,True,2025-07-26,10000,Customer
2285,Lead_2285,lead2285@example.com,Company_187,Healthcare,Email Campaign,2025-05-31,53,False,,10000,MQL
2286,Lead_2286,lead2286@example.com,Company_77,E-Commerce,Email Campaign,2025-06-09,21,False,,10000,Lead
2287,Lead_2287,lead2287@example.com,Company_13,SaaS,LinkedIn DMs,2025-06-08,54,False,,25000,MQL
2288,Lead_2288,lead2288@example.com,Company_153,Manufacturing,Facebook Ads,2025-06-02,25,False,,30000,Lead
2289,Lead_2289,lead2289@example.com,Company_74,FinTech,Email Campaign,2025-06-02,36,False,,10000,Lead
2290,Lead_2290,lead2290@example.com,Company_203,E-Commerce,Facebook Ads,2025-06-13,29,False,,30000,Lead
2291,Lead_2291,lead2291@example.com,Company_189,EdTech,Facebook Ads,2025-06-22,30,False,,30000,Lead
2292,Lead_2292,lead2292@example.com,Company_36,EdTech,LinkedIn DMs,2025-06-05,41,False,,25000,MQL
2293,Lead_2293,lead2293@example.com,Company_41,Healthcare,Organic,2025-06-01,5,False,,0,Lead
2294,Lead_2294,lead2294@example.com,Company_199,Manufacturing,Facebook Ads,2025-06-25,19,False,,30000,Lead
2295,Lead_2295,lead2295@example.com,Company_93,EdTech,Referral,2025-06-17,51,True,2025-07-19,2500,Customer
2296,Lead_2296,lead2296@example.com,Company_174,Manufacturing,Facebook Ads,2025-06-02,14,False,,30000,Lead
2297,Lead_2297,lead2297@example.com,Company_278,Healthcare,Facebook Ads,2025-06-11,26,False,,30000,Lead
2298,Lead_2298,lead2298@example.com,Company_121,EdTech,Facebook Ads,2025-06-06,12,False,,30000,Lead
2299,Lead_2299,lead2299@example.com,Company_184,Manufacturing,Referral,2025-06-17,31,False,,2500,Lead
2300,Lead_2300,lead2300@example.com,Company_31,SaaS,Referral,2025-06-01,9,False,,2500,Lead
2301,Lead_2301,lead2301@example.com,Company_91,Manufacturing,LinkedIn DMs,2025-07-23,63,False,,25000,MQL
2302,Lead_2302,lead2302@example.com,Company_242,FinTech,Facebook Ads,2025-08-03,57,False,,30000,MQL
2303,Lead_2303,lead2303@example.com,Company_39,Healthcare,Facebook Ads,2025-05-31,0,False,,30000,Lead
2304,Lead_2304,lead2304@example.com,Company_25,FinTech,Webinar,2025-07-02,59,False,,5000,MQL
2305,Lead_2305,lead2305@example.com,Company_185,Manufacturing,Email Campaign,2025-06-07,0,False,,10000,Lead
2306,Lead_2306,lead2306@example.com,Company_75,Healthcare,Email Campaign,2025-05-31,30,False,,10000,Lead
2307,Lead_2307,lead2307@example.com,Company_277,FinTech,Facebook Ads,2025-06-18,1,False,,30000,Lead
2308,Lead_2308,lead2308@example.com,Company_204,EdTech,Webinar,2025-06-09,57,True,2025-07-08,5000,Customer
2309,Lead_2309,lead2309@example.com,Company_298,SaaS,Email Campaign,2025-06-11,14,False,,10000,Lead
2310,Lead_2310,lead2310@example.com,Company_157,FinTech,LinkedIn DMs,2025-06-28,90,False,,25000,SQL
2311,Lead_2311,lead2311@example.com,Company_220,FinTech,Organic,2025-06-01,17,True,2025-06-09,0,Customer
2312,Lead_2312,lead2312@example.com,Company_166,E-Commerce,Facebook Ads,2025-07-21,1,False,,30000,Lead
2313,Lead_2313,lead2313@example.com,Company_178,Healthcare,Facebook Ads,2025-06-25,6,False,,30000,Lead
2314,Lead_2314,lead2314@example.com,Company_48,E-Commerce,LinkedIn DMs,2025-07-29,31,False,,25000,Lead
2315,Lead_2315,lead2315@example.com,Company_262,FinTech,Organic,2025-07-08,52,False,,0,MQL
2316,Lead_2316,lead2316@example.com,Company_114,Healthcare,Facebook Ads,2025-06-15,31,False,,30000,Lead
2317,Lead_2317,lead2317@example.com,Company_27,SaaS,LinkedIn DMs,2025-06-01,17,False,,25000,Lead
2318,Lead_2318,lead2318@example.com,Company_10,SaaS,Referral,2025-06-14,9,False,,2500,Lead
2319,Lead_2319,lead2319@example.com,Company_19,SaaS,Facebook Ads,2025-06-09,44,True,2025-07-14,30000,Customer
2320,Lead_2320,lead2320@example.com,Company_35,Healthcare,Facebook Ads,2025-06-14,12,False,,30000,Lead
2321,Lead_2321,lead2321@example.com,Company_160,Manufacturing,Webinar,2025-05-31,19,False,,5000,Lead
2322,Lead_2322,lead2322@example.com,Company_198,SaaS,Webinar,2025-07-19,36,False,,5000,Lead
2323,Lead_2323,lead2323@example.com,Company_168,E-Commerce,Webinar,2025-07-09,34,False,,5000,Lead
2324,Lead_2324,lead2324@example.com,Company_187,Manufacturing,Email Campaign,2025-05-31,29,False,,10000,Lead
2325,Lead_2325,lead2325@example.com,Company_169,FinTech,Facebook Ads,2025-05-31,0,False,,30000,Lead
2326,Lead_2326,lead2326@example.com,Company_231,Healthcare,Referral,2025-07-05,17,False,,2500,Lead
2327,Lead_2327,lead2327@example.com,Company_92,SaaS,Facebook Ads,2025-06-19,4,False,,30000,Lead
2328,Lead_2328,lead2328@example.com,Company_87,E-Commerce,Facebook Ads,2025-06-12,16,False,,30000,Lead
2329,Lead_2329,lead2329@example.com,Company_106,EdTech,Organic,2025-06-17,9,False,,0,Lead
2330,Lead_2330,lead2330@example.com,Company_137,E-Commerce,Facebook Ads,2025-06-11,0,False,,30000,Lead
2331,Lead_2331,lead2331@example.com,Company_268,SaaS,LinkedIn DMs,2025-06-10,18,False,,25000,Lead
2332,Lead_2332,lead2332@example.com,Company_275,E-Commerce,Email Campaign,2025-06-16,17,False,,10000,Lead
2333,Lead_2333,lead2333@example.com,Company_268,FinTech,Facebook Ads,2025-06-08,29,False,,30000,Lead
2334,Lead_2334,lead2334@example.com,Company_119,SaaS,Email Campaign,2025-07-18,46,False,,10000,MQL
2335,Lead_2335,lead2335@example.com,Company_25,E-Commerce,Facebook Ads,2025-07-03,18,False,,30000,Lead
2336,Lead_2336,lead2336@example.com,Company_88,FinTech,Organic,2025-07-24,0,False,,0,Lead
2337,Lead_2337,lead2337@example.com,Company_77,SaaS,Referral,2025-06-17,25,False,,2500,Lead
2338,Lead_2338,lead2338@example.com,Company_205,Manufacturing,Facebook Ads,2025-06-17,32,False,,30000,Lead
2339,Lead_2339,lead2339@example.com,Company_176,Manufacturing,Facebook Ads,2025-06-10,0,False,,30000,Lead
2340,Lead_2340,lead2340@example.com,Company_132,Manufacturing,Organic,2025-06-21,54,False,,0,MQL
2341,Lead_2341,lead2341@example.com,Company_18,EdTech,Email Campaign,2025-06-17,60,False,,10000,MQL
2342,Lead_2342,lead2342@example.com,Company_266,FinTech,Facebook Ads,2025-07-15,3,False,,30000,Lead
2343,Lead_2343,lead2343@example.com,Company_268,FinTech,Email Campaign,2025-06-08,30,False,,10000,Lead
2344,Lead_2344,lead2344@example.com,Company_88,E-Commerce,Referral,2025-06-11,12,False,,2500,Lead
2345,Lead_2345,lead2345@example.com,Company_113,EdTech,Webinar,2025-06-06,57,False,,5000,MQL
2346,Lead_2346,lead2346@example.com,Company_121,SaaS,Facebook Ads,2025-06-14,28,False,,30000,Lead
2347,Lead_2347,lead2347@example.com,Company_258,FinTech,Referral,2025-06-04,5,False,,2500,Lead
2348,Lead_2348,lead2348@example.com,Company_137,FinTech,Facebook Ads,2025-06-06,26,False,,30000,Lead
2349,Lead_2349,lead2349@example.com,Company_107,EdTech,Facebook Ads,2025-07-14,26,False,,30000,Lead
2350,Lead_2350,lead2350@example.com,Company_1,E-Commerce,Facebook Ads,2025-05-31,17,False,,30000,Lead
2351,Lead_2351,lead2351@example.com,Company_175,EdTech,Organic,2025-07-02,13,False,,0,Lead
2352,Lead_2352,lead2352@example.com,Company_2,EdTech,Organic,2025-07-06,33,False,,0,Lead
2353,Lead_2353,lead2353@example.com,Company_218,EdTech,Email Campaign,2025-06-01,15,False,,10000,Lead
2354,Lead_2354,lead2354@example.com,Company_59,E-Commerce,LinkedIn DMs,2025-07-05,39,False,,25000,Lead
2355,Lead_2355,lead2355@example.com,Company_66,Manufacturing,Facebook Ads,2025-06-29,0,False,,30000,Lead
2356,Lead_2356,lead2356@example.com,Company_74,Manufacturing,Organic,2025-06-04,11,False,,0,Lead
2357,Lead_2357,lead2357@example.com,Company_226,EdTech,Referral,2025-06-05,11,False,,2500,Lead
2358,Lead_2358,lead2358@example.com,Company_190,E-Commerce,LinkedIn DMs,2025-06-11,15,False,,25000,Lead
2359,Lead_2359,lead2359@example.com,Company_167,SaaS,Facebook Ads,2025-06-30,49,False,,30000,MQL
2360,Lead_2360,lead2360@example.com,Company_120,E-Commerce,Email Campaign,2025-06-05,27,False,,10000,Lead
2361,Lead_2361,lead2361@example.com,Company_169,FinTech,Organic,2025-06-06,13,False,,0,Lead
2362,Lead_2362,lead2362@example.com,Company_160,E-Commerce,Email Campaign,2025-05-31,28,False,,10000,Lead
2363,Lead_2363,lead2363@example.com,Company_287,EdTech,Facebook Ads,2025-06-19,20,True,2025-07-11,30000,Customer
2364,Lead_2364,lead2364@example.com,Company_135,Healthcare,Webinar,2025-06-11,73,True,2025-07-06,5000,Customer
2365,Lead_2365,lead2365@example.com,Company_256,FinTech,LinkedIn DMs,2025-06-04,73,False,,25000,SQL
2366,Lead_2366,lead2366@example.com,Company_138,FinTech,Email Campaign,2025-06-05,55,False,,10000,MQL
2367,Lead_2367,lead2367@example.com,Company_158,FinTech,Organic,2025-06-07,43,False,,0,MQL
2368,Lead_2368,lead2368@example.com,Company_180,Manufacturing,Facebook Ads,2025-06-14,38,False,,30000,Lead
2369,Lead_2369,lead2369@example.com,Company_41,SaaS,Email Campaign,2025-06-21,44,False,,10000,MQL
2370,Lead_2370,lead2370@example.com,Company_290,Manufacturing,Email Campaign,2025-06-05,33,False,,10000,Lead
2371,Lead_2371,lead2371@example.com,Company_164,EdTech,Email Campaign,2025-06-14,26,False,,10000,Lead
2372,Lead_2372,lead2372@example.com,Company_185,SaaS,Facebook Ads,2025-06-07,32,False,,30000,Lead
2373,Lead_2373,lead2373@example.com,Company_98,E-Commerce,LinkedIn DMs,2025-06-24,44,False,,25000,MQL
2374,Lead_2374,lead2374@example.com,Company_85,FinTech,Email Campaign,2025-06-13,55,False,,10000,MQL
2375,Lead_2375,lead2375@example.com,Company_277,Manufacturing,Email Campaign,2025-06-24,72,False,,10000,SQL
2376,Lead_2376,lead2376@example.com,Company_45,FinTech,Email Campaign,2025-07-11,17,False,,10000,Lead
2377,Lead_2377,lead2377@example.com,Company_238,EdTech,Facebook Ads,2025-06-19,7,False,,30000,Lead
2378,Lead_2378,lead2378@example.com,Company_24,FinTech,Email Campaign,2025-06-15,69,False,,10000,SQL
2379,Lead_2379,lead2379@example.com,Company_100,E-Commerce,Facebook Ads,2025-06-05,13,False,,30000,Lead
2380,Lead_2380,lead2380@example.com,Company_209,E-Commerce,Email Campaign,2025-06-04,43,False,,10000,MQL
2381,Lead_2381,lead2381@example.com,Company_47,FinTech,Facebook Ads,2025-06-23,27,False,,30000,Lead
2382,Lead_2382,lead2382@example.com,Company_98,Healthcare,Email Campaign,2025-06-05,40,False,,10000,MQL
2383,Lead_2383,lead2383@example.com,Company_285,FinTech,Email Campaign,2025-06-24,32,False,,10000,Lead
2384,Lead_2384,lead2384@example.com,Company_227,Healthcare,Webinar,2025-06-28,50,False,,5000,MQL
2385,Lead_2385,lead2385@example.com,Company_109,FinTech,Email Campaign,2025-06-20,42,False,,10000,MQL
2386,Lead_2386,lead2386@example.com,Company_6,Manufacturing,Webinar,2025-06-07,53,False,,5000,MQL
2387,Lead_2387,lead2387@example.com,Company_127,SaaS,Email Campaign,2025-06-09,52,False,,10000,MQL
2388,Lead_2388,lead2388@example.com,Company_230,E-Commerce,Organic,2025-05-31,24,False,,0,Lead
2389,Lead_2389,lead2389@example.com,Company_187,SaaS,Facebook Ads,2025-06-12,6,False,,30000,Lead
2390,Lead_2390,lead2390@example.com,Company_74,Healthcare,Organic,2025-06-22,21,False,,0,Lead
2391,Lead_2391,lead2391@example.com,Company_212,E-Commerce,LinkedIn DMs,2025-06-08,62,False,,25000,MQL
2392,Lead_2392,lead2392@example.com,Company_262,FinTech,Referral,2025-06-12,11,False,,2500,Lead
2393,Lead_2393,lead2393@example.com,Company_4,EdTech,Organic,2025-06-15,12,False,,0,Lead
2394,Lead_2394,lead2394@example.com,Company_162,E-Commerce,Email Campaign,2025-08-10,34,False,,10000,Lead
2395,Lead_2395,lead2395@example.com,Company_253,FinTech,Email Campaign,2025-05-31,28,False,,10000,Lead
2396,Lead_2396,lead2396@example.com,Company_268,SaaS,Organic,2025-06-12,3,False,,0,Lead
2397,Lead_2397,lead2397@example.com,Company_209,Manufacturing,LinkedIn DMs,2025-07-02,59,False,,25000,MQL
2398,Lead_2398,lead2398@example.com,Company_27,E-Commerce,Facebook Ads,2025-06-01,0,False,,30000,Lead
2399,Lead_2399,lead2399@example.com,Company_168,Manufacturing,Organic,2025-06-01,5,False,,0,Lead
2400,Lead_2400,lead2400@example.com,Company_59,Manufacturing,LinkedIn DMs,2025-09-07,35,False,,25000,Lead
2401,Lead_2401,lead2401@example.com,Company_284,EdTech,Facebook Ads,2025-06-20,31,False,,30000,Lead
2402,Lead_2402,lead2402@example.com,Company_112,FinTech,Facebook Ads,2025-09-09,0,False,,30000,Lead
2403,Lead_2403,lead2403@example.com,Company_243,SaaS,LinkedIn DMs,2025-06-05,57,False,,25000,MQL
2404,Lead_2404,lead2404@example.com,Company_208,SaaS,LinkedIn DMs,2025-07-22,35,False,,25000,Lead
2405,Lead_2405,lead2405@example.com,Company_59,FinTech,Email Campaign,2025-06-29,20,False,,10000,Lead
2406,Lead_2406,lead2406@example.com,Company_75,Manufacturing,Facebook Ads,2025-06-06,30,False,,30000,Lead
2407,Lead_2407,lead2407@example.com,Company_175,E-Commerce,Email Campaign,2025-07-02,28,False,,10000,Lead
2408,Lead_2408,lead2408@example.com,Company_123,E-Commerce,Email Campaign,2025-06-19,56,False,,10000,MQL
2409,Lead_2409,lead2409@example.com,Company_298,SaaS,Email Campaign,2025-06-02,33,False,,10000,Lead
2410,Lead_2410,lead2410@example.com,Company_286,SaaS,Facebook Ads,2025-06-05,31,False,,30000,Lead
2411,Lead_2411,lead2411@example.com,Company_95,Manufacturing,Organic,2025-06-17,28,False,,0,Lead
2412,Lead_2412,lead2412@example.com,Company_176,Manufacturing,Webinar,2025-06-19,55,False,,5000,MQL
2413,Lead_2413,lead2413@example.com,Company_243,E-Commerce,Email Campaign,2025-06-07,35,False,,10000,Lead
2414,Lead_2414,lead2414@example.com,Company_167,EdTech,Facebook Ads,2025-05-31,23,False,,30000,Lead
2415,Lead_2415,lead2415@example.com,Company_122,E-Commerce,Referral,2025-06-09,21,False,,2500,Lead
2416,Lead_2416,lead2416@example.com,Company_233,FinTech,Referral,2025-06-12,26,False,,2500,Lead
2417,Lead_2417,lead2417@example.com,Company_19,SaaS,Email Campaign,2025-06-14,9,False,,10000,Lead
2418,Lead_2418,lead2418@example.com,Company_242,SaaS,LinkedIn DMs,2025-06-12,64,False,,25000,MQL
2419,Lead_2419,lead2419@example.com,Company_99,FinTech,Facebook Ads,2025-06-04,47,False,,30000,MQL
2420,Lead_2420,lead2420@example.com,Company_14,E-Commerce,Organic,2025-06-05,35,False,,0,Lead
2421,Lead_2421,lead2421@example.com,Company_257,SaaS,Organic,2025-06-08,25,False,,0,Lead
2422,Lead_2422,lead2422@example.com,Company_5,E-Commerce,Email Campaign,2025-07-24,14,False,,10000,Lead
2423,Lead_2423,lead2423@example.com,Company_292,EdTech,Organic,2025-07-20,12,False,,0,Lead
2424,Lead_2424,lead2424@example.com,Company_25,EdTech,Facebook Ads,2025-06-09,58,False,,30000,MQL
2425,Lead_2425,lead2425@example.com,Company_276,Healthcare,Facebook Ads,2025-07-06,34,False,,30000,Lead
2426,Lead_2426,lead2426@example.com,Company_197,E-Commerce,Organic,2025-07-06,31,False,,0,Lead
2427,Lead_2427,lead2427@example.com,Company_81,E-Commerce,Facebook Ads,2025-06-24,6,False,,30000,Lead
2428,Lead_2428,lead2428@example.com,Company_229,SaaS,Facebook Ads,2025-06-16,18,True,2025-07-22,30000,Customer
2429,Lead_2429,lead2429@example.com,Company_116,SaaS,Referral,2025-06-13,32,False,,2500,Lead
2430,Lead_2430,lead2430@example.com,Company_68,Manufacturing,Facebook Ads,2025-07-02,71,False,,30000,SQL
2431,Lead_2431,lead2431@example.com,Company_216,Manufacturing,Organic,2025-06-03,30,False,,0,Lead
2432,Lead_2432,lead2432@example.com,Company_141,Manufacturing,Referral,2025-06-17,0,False,,2500,Lead
2433,Lead_2433,lead2433@example.com,Company_143,EdTech,Email Campaign,2025-06-25,32,False,,10000,Lead
2434,Lead_2434,lead2434@example.com,Company_168,E-Commerce,Email Campaign,2025-06-03,23,False,,10000,Lead
2435,Lead_2435,lead2435@example.com,Company_82,E-Commerce,Referral,2025-06-24,29,True,2025-08-01,2500,Customer
2436,Lead_2436,lead2436@example.com,Company_151,Healthcare,Email Campaign,2025-06-04,8,False,,10000,Lead
2437,Lead_2437,lead2437@example.com,Company_116,Healthcare,LinkedIn DMs,2025-06-21,57,False,,25000,MQL
2438,Lead_2438,lead2438@example.com,Company_216,SaaS,Webinar,2025-06-25,45,False,,5000,MQL
2439,Lead_2439,lead2439@example.com,Company_283,Healthcare,Email Campaign,2025-06-14,25,True,2025-06-21,10000,Customer
2440,Lead_2440,lead2440@example.com,Company_137,Manufacturing,Organic,2025-06-08,43,False,,0,MQL
2441,Lead_2441,lead2441@example.com,Company_106,EdTech,Organic,2025-06-23,13,False,,0,Lead
2442,Lead_2442,lead2442@example.com,Company_62,Manufacturing,Facebook Ads,2025-06-17,0,False,,30000,Lead
2443,Lead_2443,lead2443@example.com,Company_24,E-Commerce,Referral,2025-06-08,33,False,,2500,Lead
2444,Lead_2444,lead2444@example.com,Company_149,FinTech,Email Campaign,2025-06-24,20,False,,10000,Lead
2445,Lead_2445,lead2445@example.com,Company_53,Healthcare,Facebook Ads,2025-07-09,27,False,,30000,Lead
2446,Lead_2446,lead2446@example.com,Company_251,FinTech,LinkedIn DMs,2025-07-21,12,False,,25000,Lead
2447,Lead_2447,lead2447@example.com,Company_81,Healthcare,LinkedIn DMs,2025-06-02,35,False,,25000,Lead
2448,Lead_2448,lead2448@example.com,Company_208,FinTech,Email Campaign,2025-06-21,39,False,,10000,Lead
2449,Lead_2449,lead2449@example.com,Company_46,E-Commerce,Organic,2025-06-12,0,False,,0,Lead
2450,Lead_2450,lead2450@example.com,Company_142,Healthcare,Webinar,2025-06-06,78,False,,5000,SQL
2451,Lead_2451,lead2451@example.com,Company_70,EdTech,Facebook Ads,2025-06-11,1,False,,30000,Lead
2452,Lead_2452,lead2452@example.com,Company_87,Healthcare,Facebook Ads,2025-06-06,22,False,,30000,Lead
2453,Lead_2453,lead2453@example.com,Company_172,Healthcare,Email Campaign,2025-06-12,40,False,,10000,MQL
2454,Lead_2454,lead2454@example.com,Company_53,E-Commerce,Referral,2025-07-07,0,False,,2500,Lead
2455,Lead_2455,lead2455@example.com,Company_165,FinTech,Email Campaign,2025-06-08,17,True,2025-06-24,10000,Customer
2456,Lead_2456,lead2456@example.com,Company_39,FinTech,Email Campaign,2025-05-31,37,False,,10000,Lead
2457,Lead_2457,lead2457@example.com,Company_203,Manufacturing,Facebook Ads,2025-06-09,7,False,,30000,Lead
2458,Lead_2458,lead2458@example.com,Company_174,Manufacturing,Organic,2025-06-11,13,False,,0,Lead
2459,Lead_2459,lead2459@example.com,Company_248,Healthcare,Facebook Ads,2025-06-07,47,False,,30000,MQL
2460,Lead_2460,lead2460@example.com,Company_205,Manufacturing,Facebook Ads,2025-06-04,6,False,,30000,Lead
2461,Lead_2461,lead2461@example.com,Company_229,FinTech,Referral,2025-06-17,28,False,,2500,Lead
2462,Lead_2462,lead2462@example.com,Company_184,Healthcare,LinkedIn DMs,2025-06-02,39,False,,25000,Lead
2463,Lead_2463,lead2463@example.com,Company_79,FinTech,Facebook Ads,2025-06-01,47,True,2025-07-04,30000,Customer
2464,Lead_2464,lead2464@example.com,Company_11,E-Commerce,LinkedIn DMs,2025-06-10,55,False,,25000,MQL
2465,Lead_2465,lead2465@example.com,Company_187,EdTech,LinkedIn DMs,2025-07-02,69,True,2025-08-13,25000,Customer
2466,Lead_2466,lead2466@example.com,Company_45,SaaS,Organic,2025-06-27,2,False,,0,Lead
2467,Lead_2467,lead2467@example.com,Company_269,Healthcare,LinkedIn DMs,2025-06-15,57,False,,25000,MQL
2468,Lead_2468,lead2468@example.com,Company_261,SaaS,Referral,2025-06-14,16,False,,2500,Lead
2469,Lead_2469,lead2469@example.com,Company_178,E-Commerce,Webinar,2025-06-06,50,True,2025-07-17,5000,Customer
2470,Lead_2470,lead2470@example.com,Company_296,Manufacturing,Webinar,2025-07-28,70,False,,5000,POC
2471,Lead_2471,lead2471@example.com,Company_100,Manufacturing,Organic,2025-06-13,15,False,,0,Lead
2472,Lead_2472,lead2472@example.com,Company_266,FinTech,LinkedIn DMs,2025-06-17,53,True,2025-07-08,25000,Customer
2473,Lead_2473,lead2473@example.com,Company_81,Manufacturing,Email Campaign,2025-08-23,36,False,,10000,Lead
2474,Lead_2474,lead2474@example.com,Company_15,E-Commerce,Webinar,2025-07-18,71,True,2025-08-22,5000,Customer
2475,Lead_2475,lead2475@example.com,Company_244,FinTech,Facebook Ads,2025-06-02,48,False,,30000,MQL
2476,Lead_2476,lead2476@example.com,Company_20,EdTech,Facebook Ads,2025-06-16,13,False,,30000,Lead
2477,Lead_2477,lead2477@example.com,Company_49,Manufacturing,Email Campaign,2025-06-05,26,False,,10000,Lead
2478,Lead_2478,lead2478@example.com,Company_115,SaaS,Email Campaign,2025-06-05,14,False,,10000,Lead
2479,Lead_2479,lead2479@example.com,Company_45,FinTech,Facebook Ads,2025-06-22,15,False,,30000,Lead
2480,Lead_2480,lead2480@example.com,Company_230,EdTech,LinkedIn DMs,2025-06-23,34,False,,25000,Lead
2481,Lead_2481,lead2481@example.com,Company_176,Healthcare,Referral,2025-06-02,23,False,,2500,Lead
2482,Lead_2482,lead2482@example.com,Company_256,Healthcare,Email Campaign,2025-06-02,3,False,,10000,Lead
2483,Lead_2483,lead2483@example.com,Company_15,EdTech,LinkedIn DMs,2025-06-08,49,False,,25000,MQL
2484,Lead_2484,lead2484@example.com,Company_200,SaaS,Referral,2025-07-22,15,False,,2500,Lead
2485,Lead_2485,lead2485@example.com,Company_25,Manufacturing,LinkedIn DMs,2025-06-03,13,False,,25000,Lead
2486,Lead_2486,lead2486@example.com,Company_62,EdTech,LinkedIn DMs,2025-06-11,41,False,,25000,MQL
